id,rcd,symbol,hgncid,ensgstable,evidence,testin,pathway,confidence,experiments,caution,uniprotac,pmid,remark,latestupdate,datasource,uniformgenetype
132SUP,Ferroptosis,MIR424,HGNC:31881,ENSG00000284231,"In the present study, we show that miR-424-5p negatively regulates ferroptosis by directly targeting ACSL4 in ovarian cancer cells.",Human,"miR-424-5p :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,_NA_,33038905,miR-424-5p in article,8/30/2021,FerrDb team,"RNA, micro"
133SUP,Ferroptosis,PARK7,HGNC:16369,ENSG00000116288,"Therefore, our results further implied that the C terminus of DJ-1 mediates the suppression of ferroptosis, and when the C-terminal structure is destroyed, DJ-1 inhibition of ferroptosis is abolished.","Human, mice",PARK7 :-: Ferroptosis,Validated,0,_NA_,Q99497,33024240,DJ-1 in article,9/1/2021,FerrDb team,gene with protein product
134SUP,Ferroptosis,FXN,HGNC:3951,ENSG00000165060,"Most importantly, frataxin deficiency enhanced ferroptosis driven by ethanol via evaluating the levels of lactate dehydrogenase, cell morphological changes, mitochondrial labile iron pool, and lipid peroxidation. Conversely, restoring frataxin alleviated the sensitivity to ferroptosis. In addition, frataxin overexpression mitigated the sensitivity of ethanol-induced ferroptosis in HepG2CYP2E1+/+.",Human,"FXN :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q16595,33017621,frataxin in article,9/3/2021,FerrDb team,gene with protein product
135SUP,Ferroptosis,SUV39H1,HGNC:11479,ENSG00000101945,"Mechanistically, we discovered that siRNA knockdown or pharmacological inhibition of SUV39H1 induced iron accumulation and lipid peroxidation, leading to ferroptosis that disrupted ccRCC cell growth in vitro and in vivo.",Human,"SUV39H1 :-: DPP4, DPP4 :+: Ferroptosis",Validated,0,_NA_,O43463,33643820,_NA_,9/3/2021,FerrDb team,gene with protein product
136SUP,Ferroptosis,ATF2,HGNC:784,ENSG00000115966,All these results suggested that ATF2 inhibited BETi-induced ferroptosis by increasing NRF2 expression.,Human,"ATF2 :+: NRF2, NRF2 :-: Ferroptosis",Validated,0,_NA_,P15336,33008584,_NA_,9/6/2021,FerrDb team,gene with protein product
137SUP,Ferroptosis,CDKN1A,HGNC:1784,ENSG00000124762,"While this study was performed in cancer cell lines, our results support the potential of p21 to aid in maintenance of healthy tissues by blocking the damage incurred due to ferroptosis.",Human,(p21/CDK2) :-: Ferroptosis,Predicted,0,_NA_,P38936,32979260,p21 in article,9/6/2021,FerrDb team,gene with protein product
138SUP,Ferroptosis,FTH1,HGNC:3976,ENSG00000167996,FTH1 Inhibits Ferroptosis Through Ferritinophagy in the 6-OHDA Model of Parkinson's Disease.,Rat,FTH1 :-: Ferroptosis,Validated,0,_NA_,P02794,32959272,_NA_,9/8/2021,FerrDb team,gene with protein product
139SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Nrf2 Upregulation Inhibits Ferroptosis and Plays a Protective Role in IIR-ALI.,Mice,"Nrf2 :+: SLC7A11, SLC7A11 :+: Cystine, Cystine :+: GSH, GSH :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q16236,33014271,NRF2 in article,9/10/2021,FerrDb team,gene with protein product
140SUP,Ferroptosis,STAT3,HGNC:11364,ENSG00000168610,STAT3 Overexpression Upregulates SLC7A11 and Ameliorates OGD/R-Induced MLE12 Ferroptosis.,Mice,"STAT3 :+: SLC7A11, SLC7A11 :+: Cystine, Cystine :+: GSH, GSH :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P40763,33014271,_NA_,9/10/2021,FerrDb team,gene with protein product
141SUP,Ferroptosis,ACOT1,HGNC:33128,ENSG00000184227,"Overexpression of Acot1 in cell lines showed noteworthy protection to ferroptosis, while the knock-down of Acot1 sensitized cardiomyocytes to ferroptosis by DIC.",Mice,ACOT1 :-: Ferroptosis,Validated,0,_NA_,Q86TX2,32934217,_NA_,9/15/2021,FerrDb team,gene with protein product
142SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,"Furthermore, Nfe2l2 (Nrf2) knockdown sensitized cells to ferroptotic cell death.",Rat,"Nrf2 :+: SLC7A11, SLC7A11 :+: GSH, GSH :-: Ferroptosis, Nrf2 :+: GCL, GCL :+: GSH, GSH :-: Ferroptosis, Nrf2 :+: FTH1, FTH1 :-: Ferroptosis",Validated,0,_NA_,Q16236,32937103,Nrf2 in article,9/15/2021,FerrDb team,gene with protein product
143SUP,Ferroptosis,ALDH3A2,HGNC:403,ENSG00000072210,"Thus, our results show that loss of Aldh3a2 induces ferroptotic cell death in leukemic cells and is synthetically lethal with GPX4 inhibtion.",Mice,ALDH3A2 :-: Ferroptosis,Validated,0,_NA_,P51648,32458004,Aldh3a2 in article,9/17/2021,FerrDb team,gene with protein product
144SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Nrf2 acivation inhibited seawater-induced ferroptosis in MLE-12 cells. Nrf2 deficiency aggravated lung injury and ferroptosis in mice induced by seawater drowning.,Mice,Nrf2 :-: Ferroptosis,Validated,0,_NA_,Q16236,32907551,Nrf2 in article,9/17/2021,FerrDb team,gene with protein product
145SUP,Ferroptosis,STK11,HGNC:11389,ENSG00000118046,Loss of function of the tumor suppressor LKB1 enhances sensitivity to ferroptosis in human non-small cell lung cancer cells.,Human,"LKB1 :+: AMPK, AMPK :-: ACC1, ACC1 :+: FAS, FAS :+: Ferroptosis",Validated,0,_NA_,Q15831,32883948,LKB1 in article,9/17/2021,FerrDb team,gene with protein product
146SUP,Ferroptosis,FNDC5,HGNC:20240,ENSG00000160097,"Serum irisin levels are decreased and negatively correlated with disease severity in patients with sepsis, and irisin treatment suppresses ferroptosis and restores mitochondrial function in experimental sepsis.","Human, mice",Irisin :-: Ferroptosis,Deduced,0,Irisin is a cleavage protein of fibronectin type III domain 5 (FNDC5).,Q8NAU1,32997405,Irisin in article,9/26/2021,FerrDb team,gene with protein product
147SUP,Ferroptosis,CircIL4R,_NA_,_NA_,CircIL4R knockdown impeded oncogenesis and expedited ferroptosis of HCC cells.,Human,"CircIL4R :-: miR-541-3p, miR-541-3p :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,32808701,CircIL4R in article,9/27/2021,FerrDb team,circular RNA
148SUP,Ferroptosis,CDH1,HGNC:1748,ENSG00000039068,"CDH1 silencing or ZEB1 overexpression increased the susceptibility to ferroptosis, whereas CDH overexpression or ZEB1 silencing decreased the susceptibility, in vitro and in vivo.","Human, mice",CDH1 :-: Ferroptosis,Validated,0,_NA_,P12830,32896720,_NA_,9/27/2021,FerrDb team,gene with protein product
149SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,"NRF2 negatively regulates FOCAD expression. FOCAD enhances the sensitivity of NSCLC cells to the ferroptosis induced by cysteine deprivation, but not GPX4 inhibition.",Human,"NFE2L2 :-: FOCAD, FOCAD :+: FAK, FAK :+: Ferroptosis",Validated,0,_NA_,Q16236,32898818,NRF2 in article,10/8/2021,FerrDb team,gene with protein product
150SUP,Ferroptosis,MIR214,HGNC:31591,ENSG00000283844,PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.,"Human, mice","MIR214 :-: PVT1, PVT1 :+: Ferroptosis",Validated,0,_NA_,_NA_,32827544,miR-214 in article,10/13/2021,FerrDb team,"RNA, micro"
151SUP,Ferroptosis,NEDD4L,HGNC:7728,ENSG00000049759,"Here, we screened 571 UPS-related E1, E2, and E3 genes in a human pancreatic cancer cell line (PANC1) and identified the upregulation of NEDD4-like E3 ubiquitin protein ligase (NEDD4L) as a novel ferroptosis suppressor.",Human,"NEDD4L :-: LTF, LTF :+: Ferroptosis",Validated,0,_NA_,Q96PU5,32811647,_NA_,10/14/2021,FerrDb team,gene with protein product
152SUP,Ferroptosis,SQSTM1,HGNC:11280,ENSG00000161011,"Taken together, our results indicated that high p62 expression protects SH-SY5Y cells against 6-OHDA-induced ferroptosis.",Human,"(SQSTM1/Keap1) :+: Nrf2, Nrf2 :-: Ferroptosis, (SQSTM1/Keap1) :+: HO-1, HO-1 :-: Ferroptosis",Validated,0,_NA_,Q13501,32770451,_NA_,10/15/2021,FerrDb team,gene with protein product
153SUP,Ferroptosis,TF,HGNC:11740,ENSG00000091513,"Trf-LKO mice display iron-deficiency anemia, iron overload in tissues, and susceptibility to liver damage via ferroptosis.","Human, mice",TF :-: Ferroptosis,Validated,0,Recognized as a driver in other studies.,P02787,32374849,transferrin/Trf in article,10/17/2021,FerrDb team,gene with protein product
154SUP,Ferroptosis,FTMT,HGNC:17345,ENSG00000181867,FTMT and ferritin heavy chain (FTH) cooperated to protect macrophages from RSL-3-induced ferroptosis under hypoxia as this form of cell death is linked to iron metabolism. In hypoxic macrophages either FTMT or FTH was sufficient to protect from ferroptosis,Human,FTMT :-: Ferroptosis,Validated,0,_NA_,Q8N4E7,32810738,_NA_,10/28/2021,FerrDb team,gene with protein product
155SUP,Ferroptosis,BRD2,HGNC:1103,ENSG00000204256,Inhibition of BET and the proteasome triggers ferroptosis cell death.,Human,BRD2 :-: Ferroptosis,Deduced,0,_NA_,P25440,32937365,_NA_,10/28/2021,FerrDb team,gene with protein product
156SUP,Ferroptosis,BRD3,HGNC:1104,ENSG00000169925,Inhibition of BET and the proteasome triggers ferroptosis cell death.,Human,BRD3 :-: Ferroptosis,Deduced,0,_NA_,Q15059,32937365,_NA_,10/28/2021,FerrDb team,gene with protein product
157SUP,Ferroptosis,BRD4,HGNC:13575,ENSG00000141867,Inhibition of BET and the proteasome triggers ferroptosis cell death.,Human,BRD4 :-: Ferroptosis,Deduced,0,_NA_,O60885,32937365,_NA_,10/28/2021,FerrDb team,gene with protein product
158SUP,Ferroptosis,BRDT,HGNC:1105,ENSG00000137948,Inhibition of BET and the proteasome triggers ferroptosis cell death.,Human,BRDT :-: Ferroptosis,Deduced,0,_NA_,Q58F21,32937365,_NA_,10/28/2021,FerrDb team,gene with protein product
159SUP,Ferroptosis,SCD,HGNC:10571,ENSG00000099194,"Collectively, this study demonstrated that SCD1 could promote tumor growth of gastric cancer cells and protect them from ferroptotic cell death.","Human, mice","SCD :+: SLC7A11, SLC7A11 :-: Ferroptosis, SCD :+: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,O00767,32726752,SCD1 in article,11/4/2021,FerrDb team,gene with protein product
160SUP,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,"Furthermore, we found that SLC7A11 knockdown increased vulnerability of mature MO3.13 cells to ferroptosis.",Human,SLC7A11 :-: Ferroptosis,Validated,0,_NA_,Q9UPY5,32608563,_NA_,11/5/2021,FerrDb team,gene with protein product
161SUP,Ferroptosis,DECR1,HGNC:2753,ENSG00000104325,"Collectively, these results suggest that DECR1 expression protect cells from oxidative stress and that DECR1 knockdown-induced cell death is primarily mediated by induction of ferroptosis.",Human,"DECR1 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q16698,32686647,_NA_,11/11/2021,FerrDb team,gene with protein product
162SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Nrf2 inhibition promotes erastin‑induced ferroptosis.,Human,"NFE2L2 :+: GSH, GSH :-: Ferroptosis",Validated,0,_NA_,Q16236,32642794,Nrf2 in article,11/11/2021,FerrDb team,gene with protein product
163SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,Overexpression of GPX4 significantly reduced lipid peroxidation and cell death in the experimental SAH models both in vivo and in vitro.,Rat,"GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P36969,32634425,_NA_,11/16/2021,FerrDb team,gene with protein product
164SUP,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,Knockout of SLC7A11 facilitates the process of ferroptosis in colorectal CSCs.,Human,"SLC7A11 :+: Cystine, Cystine :-: Ferroptosis, SLC7A11 :+: Glutathione, Glutathione :-: Ferroptosis, SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9UPY5,32621966,_NA_,11/17/2021,FerrDb team,gene with protein product
165SUP,Ferroptosis,NFE2L2,HGNC:7782,ENSG00000116044,Nrf2 inhibits ferroptosis and protects against acute lung injury due to intestinal ischemia reperfusion via regulating SLC7A11 and HO-1.,Mice,"NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis, NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis",Validated,0,_NA_,Q16236,32601262,Nrf2 in article.,11/17/2021,FerrDb team,gene with protein product
166SUP,Ferroptosis,GLRX5,HGNC:20134,ENSG00000182512,Inhibition of GLRX5 promotes ferroptotic cell death of HNC cells.,"Human, mice","GLRX5 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q86SX6,32685019,_NA_,11/20/2021,FerrDb team,gene with protein product
167SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,Glutathione peroxidase (GPX4) is critical for the reduction of toxic lipid hydroperoxides to their corresponding non-deleterious alcohols at the expense of reduced glutathione and thereby prevents cellular damage and induction of ferroptosis.,Human,GPX4 :-: Ferroptosis,Validated,0,_NA_,P36969,32577235,_NA_,11/21/2021,FerrDb team,gene with protein product
168SUP,Ferroptosis,NCOA3,HGNC:7670,ENSG00000124151,NCOA3 as a coactivator synergized with NR5A2 to prevent BETi induced ferroptosis.,Human,"NCOA3 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Deduced,0,_NA_,Q9Y6Q9,32536370,_NA_,11/26/2021,FerrDb team,gene with protein product
169SUP,Ferroptosis,NR5A2,HGNC:7984,ENSG00000116833,NCOA3 as a coactivator synergized with NR5A2 to prevent BETi induced ferroptosis.,Human,"NR5A2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Deduced,0,_NA_,O00482,32536370,_NA_,11/26/2021,FerrDb team,gene with protein product
170SUP,Ferroptosis,GPX4,HGNC:4556,ENSG00000167468,GPX4 depletion induces autophagy-dependent ferroptosis.,Human,"GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P36969,32457486,_NA_,11/30/2021,FerrDb team,gene with protein product
171SUP,Ferroptosis,MTOR,HGNC:3942,ENSG00000198793,MTOR inhibitor induces GPX4 protein degradation. Interplay between MTOR and GPX4 signaling modulates autophagy dependent ferroptotic cancer cell death.,Human,"MTOR :+: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,P42345,32457486,_NA_,12/1/2021,FerrDb team,gene with protein product
172SUP,Ferroptosis,PANX2,HGNC:8600,ENSG00000073150,PANX2 Silencing Promotes Ferroptosis in PCa Cells.,Human,"PANX2 :-: Fe2, Fe2 :+: Ferroptosis, PANX2 :-: MDA, MDA :+: Ferroptosis",Validated,0,_NA_,Q96RD6,32547072,_NA_,12/1/2021,FerrDb team,gene with protein product
173SUP,Ferroptosis,RHEBP1,HGNC:10010,ENSG00000229927,Rheb1 protects against cisplatin-induced tubular cell death and acute kidney injury via maintaining mitochondrial homeostasis.,"Human, mice",RHEBP1 :-: Ferroptosis,Validated,0,"Many studies revealed that apoptosis, necroptosis as well as ferroptosis all contribute to cisplatin-induced tubular cell death and AKI.",_NA_,32404875,Rheb1 in article.,12/2/2021,FerrDb team,pseudogene
174SUP,Ferroptosis,TFAP2A,HGNC:11742,ENSG00000137203,TFAP2A Inhibition Promotes Ferroptosis.,Human,"TFAP2A :-: Fe2+, Fe2+ :+: Ferroptosis",Validated,0,_NA_,P05549,32432738,_NA_,12/9/2021,FerrDb team,gene with protein product
175SUP,Ferroptosis,CP,HGNC:2295,ENSG00000047457,Ceruloplasmin suppresses ferroptosis by regulating iron homeostasis in hepatocellular carcinoma cells.,Human,"CP :-: Fe2+, Fe2+ :+: Ferroptosis, CP :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P00450,32283255,_NA_,12/9/2021,FerrDb team,gene with protein product
176SUP,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,"Collectively, these data suggest that SLC7A11 inhibits the ferroptosis induced by IMCA.",Human,"SLC7A11 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q9UPY5,32322334,_NA_,12/15/2021,FerrDb team,gene with protein product
177SUP,Ferroptosis,ARF6,HGNC:659,ENSG00000165527,Abrogation of ARF6 promotes RSL3-induced ferroptosis and mitigates gemcitabine resistance in pancreatic cancer cells.,Human,"ARF6 :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,P62330,32368394,_NA_,12/16/2021,FerrDb team,gene with protein product
178SUP,Ferroptosis,GDF15,HGNC:30142,ENSG00000130513,GDF15 knockdown promotes erastin-induced ferroptosis by decreasing SLC7A11 expression.,Human,"GDF15 :+: SLC7A11, SLC7A11 :-: Ferroptosis, GDF15 :+: System Xc-, System Xc- :-: Ferroptosis",Validated,0,_NA_,Q99988 ,32209255,_NA_,12/17/2021,FerrDb team,gene with protein product
179SUP,Ferroptosis,ABHD12,HGNC:15868,ENSG00000100997,Blockade of the lysophosphatidylserine lipase ABHD12 potentiates ferroptosis in cancer cells.,Human,ABHD12 :-: Ferroptosis,Validated,0,_NA_,Q8N2K0,32195565,_NA_,12/17/2021,FerrDb team,gene with protein product
180SUP,Ferroptosis,PPP1R13L,HGNC:18838,ENSG00000104881,"iASPP overexpression inhibits ferroptosis, and iASPP knockdown promotes ferroptosis in vivo.",Mice,"PPP1R13L :+: Nrf2, Nrf2 :-: Ferroptosis",Validated,0,_NA_,Q8WUF5 ,32203170,iASPP in article.,12/19/2021,FerrDb team,gene with protein product
181SUP,Ferroptosis,TFAM,HGNC:11741,ENSG00000108064,Zalcitabine-induced TFAM degradation promotes ferroptosis.,Human,TFAM :-: Ferroptosis,Validated,0,_NA_,Q00059,32186434,_NA_,12/19/2021,FerrDb team,gene with protein product
182SUP,Ferroptosis,KDM3B,HGNC:1337,ENSG00000120733,Overexpressed KDM3B prevents cells from Erastin-induced ferroptosis.,Human,"KDM3B :+: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,Q7LBC6,32107878,_NA_,12/20/2021,FerrDb team,gene with protein product
183SUP,Ferroptosis,RNF113A ,HGNC:12974,ENSG00000125352," RNF113A deficiency indeed potentiated the production of lipid ROS, which accumulate in cells undergoing ferroptosis, upon Cisplatin stimulation, as evidenced by the quantification of BODIPY-C11 staining.",Human,"RNF113A :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,O15541,32152280,_NA_,12/20/2021,FerrDb team,gene with protein product
184SUP,Ferroptosis,PARK7,HGNC:16369,ENSG00000116288,DJ-1 suppresses ferroptosis through preserving the activity of S-adenosyl homocysteine hydrolase.,Human,"PARK7 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, PARK7 :+: GSH, GSH :-: Ferroptosis, PARK7 :+: AHCY, AHCY :-: Ferroptosis",Validated,0,_NA_,Q99497,32144268,DJ-1 in article.,12/21/2021,FerrDb team,gene with protein product
185SUP,Ferroptosis,AHCY,HGNC:343,ENSG00000101444,"Suppression of SAHH expression by RNA interference also promoted erastin-induced accumulation of lipid ROS (Fig. 5i, j), which phenocopied the DJ-1 KD effect.",Human,"AHCY :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Deduced,0,_NA_,P23526,32144268,SAHH in article.,12/21/2021,FerrDb team,gene with protein product
186SUP,Ferroptosis,FXN,HGNC:3951,ENSG00000165060,Suppression of FXN enhanced erastin-induced ferroptosis.,Human,"FXN :-: Lipid ROS, Lipid ROS :+: Ferroptosis, FXN :-: labile iron, labile iron :+: Ferroptosis",Validated,0,_NA_,Q16595,32169822,_NA_,12/22/2021,FerrDb team,gene with protein product
187SUP,Ferroptosis,circ-TTBK2,HGNC:19141,ENSG00000128881,"Knockdown of circ-TTBK2 suppressed cell proliferation, invasion, and promoted ferroptosis in glioma cells.",Human,"circ-TTBK2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis, circ-TTBK2 :+: ITGB8, ITBG8 :-: Ferroptosis",Validated,0,_NA_,Q6IQ55,32196629,circ-TTBK2,12/22/2021,FerrDb team,circular RNA
188SUP,Ferroptosis,MIR522,HGNC:32127,ENSG00000283685,CAFs secreted exo-miR-522 suppresses ferroptosis of GC cells.,Human,"MIR522 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,_NA_,32106859,miR-522 in article.,12/22/2021,FerrDb team,"RNA, micro"
189SUP,Ferroptosis,IDH2,HGNC:5383,ENSG00000182054,Knockdown of IDH2 promotes ferroptosis in cells treated with erastin.,"Human, mice","IDH2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P48735,32089268,_NA_,12/30/2021,FerrDb team,gene with protein product
190SUP,Ferroptosis,PPARA,HGNC:9232,ENSG00000186951,"In the p53 KO derivatives of both HT-1080 and SK-Hep1 cells, increased PPARα activity suppressed ferroptosis (Fig. 6C, D), while decreased PPARα activity increased their sensitivity to ferroptosis (Fig. 6E,F).",Human,PPARA :-: Ferroptosis,Validated,0,_NA_,Q07869,32079652,PPARα in article.,12/30/2021,FerrDb team,gene with protein product
191SUP,Ferroptosis,NOS2,HGNC:7873,ENSG00000007171,Knockdown (KD) of iNOS caused increased sensitivity of M1 RAW 264.7 macrophages and EOC 20 cells to RSL3 induced death that was effectively suppressed by Fer-1.,Mice,"NOS2 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P35228,32080625,iNOS in article.,12/30/2021,FerrDb team,gene with protein product
192SUP,Ferroptosis,SIAH2,HGNC:10858,ENSG00000181788,"Additionally SIAH2-deficient cells are also characterized by reduced expression levels of glutathione peroxidase 4 (GPX4), rendering the knock-out cells more sensitive to ferroptosis.",Human,"SIAH2 :+: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,O43255,32042051,_NA_,12/30/2021,FerrDb team,gene with protein product
